Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
196,Cyprus,5312,Area harvested,1354,Strawberries,2021,2021,ha,50,A,Official figure,
196,Cyprus,5412,Yield,1354,Strawberries,2021,2021,kg/ha,33600,A,Official figure,
196,Cyprus,5510,Production,1354,Strawberries,2021,2021,t,1680,A,Official figure,
196,Cyprus,5312,Area harvested,1354,Strawberries,2022,2022,ha,50,A,Official figure,
196,Cyprus,5412,Yield,1354,Strawberries,2022,2022,kg/ha,23200,A,Official figure,
196,Cyprus,5510,Production,1354,Strawberries,2022,2022,t,1160,A,Official figure,
196,Cyprus,5312,Area harvested,1354,Strawberries,2023,2023,ha,50,A,Official figure,
196,Cyprus,5412,Yield,1354,Strawberries,2023,2023,kg/ha,33800,A,Official figure,
196,Cyprus,5510,Production,1354,Strawberries,2023,2023,t,1690,A,Official figure,
196,Cyprus,5312,Area harvested,1354,Strawberries,2024,2024,ha,50,A,Official figure,
196,Cyprus,5412,Yield,1354,Strawberries,2024,2024,kg/ha,34200,A,Official figure,
196,Cyprus,5510,Production,1354,Strawberries,2024,2024,t,1710,A,Official figure,
203,Czechia,5312,Area harvested,1354,Strawberries,2020,2020,ha,460,A,Official figure,
203,Czechia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,4521.7,A,Official figure,
203,Czechia,5510,Production,1354,Strawberries,2020,2020,t,2080,A,Official figure,
203,Czechia,5312,Area harvested,1354,Strawberries,2021,2021,ha,480,A,Official figure,
203,Czechia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,3791.7,A,Official figure,
203,Czechia,5510,Production,1354,Strawberries,2021,2021,t,1820,A,Official figure,
203,Czechia,5312,Area harvested,1354,Strawberries,2022,2022,ha,440,A,Official figure,
203,Czechia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,4159.1,A,Official figure,
203,Czechia,5510,Production,1354,Strawberries,2022,2022,t,1830,A,Official figure,
203,Czechia,5312,Area harvested,1354,Strawberries,2023,2023,ha,400,A,Official figure,
203,Czechia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,4750,A,Official figure,
203,Czechia,5510,Production,1354,Strawberries,2023,2023,t,1900,A,Official figure,
203,Czechia,5312,Area harvested,1354,Strawberries,2024,2024,ha,420,A,Official figure,
203,Czechia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,2738.1,A,Official figure,
203,Czechia,5510,Production,1354,Strawberries,2024,2024,t,1150,A,Official figure,
208,Denmark,5312,Area harvested,1354,Strawberries,2020,2020,ha,1070,A,Official figure,
208,Denmark,5412,Yield,1354,Strawberries,2020,2020,kg/ha,5672.9,A,Official figure,
208,Denmark,5510,Production,1354,Strawberries,2020,2020,t,6070,A,Official figure,
208,Denmark,5312,Area harvested,1354,Strawberries,2021,2021,ha,980,A,Official figure,
208,Denmark,5412,Yield,1354,Strawberries,2021,2021,kg/ha,6877.6,A,Official figure,
208,Denmark,5510,Production,1354,Strawberries,2021,2021,t,6740,A,Official figure,
208,Denmark,5312,Area harvested,1354,Strawberries,2022,2022,ha,860,A,Official figure,
208,Denmark,5412,Yield,1354,Strawberries,2022,2022,kg/ha,6930.2,A,Official figure,
208,Denmark,5510,Production,1354,Strawberries,2022,2022,t,5960,A,Official figure,
208,Denmark,5312,Area harvested,1354,Strawberries,2023,2023,ha,770,A,Official figure,
208,Denmark,5412,Yield,1354,Strawberries,2023,2023,kg/ha,6870.1,A,Official figure,
208,Denmark,5510,Production,1354,Strawberries,2023,2023,t,5290,A,Official figure,
208,Denmark,5312,Area harvested,1354,Strawberries,2024,2024,ha,720,A,Official figure,
208,Denmark,5412,Yield,1354,Strawberries,2024,2024,kg/ha,6916.7,A,Official figure,
208,Denmark,5510,Production,1354,Strawberries,2024,2024,t,4980,A,Official figure,
214,Dominican Republic,5312,Area harvested,1354,Strawberries,2021,2021,ha,,M,Missing value; data cannot exist,
214,Dominican Republic,5510,Production,1354,Strawberries,2021,2021,t,,M,Missing value; data cannot exist,
214,Dominican Republic,5312,Area harvested,1354,Strawberries,2022,2022,ha,66,A,Official figure,
214,Dominican Republic,5412,Yield,1354,Strawberries,2022,2022,kg/ha,35969.7,A,Official figure,
214,Dominican Republic,5510,Production,1354,Strawberries,2022,2022,t,2374,A,Official figure,
214,Dominican Republic,5312,Area harvested,1354,Strawberries,2023,2023,ha,133,A,Official figure,
214,Dominican Republic,5412,Yield,1354,Strawberries,2023,2023,kg/ha,26278.2,A,Official figure,
214,Dominican Republic,5510,Production,1354,Strawberries,2023,2023,t,3495,A,Official figure,
214,Dominican Republic,5312,Area harvested,1354,Strawberries,2024,2024,ha,134,A,Official figure,
214,Dominican Republic,5412,Yield,1354,Strawberries,2024,2024,kg/ha,21328.4,A,Official figure,
214,Dominican Republic,5510,Production,1354,Strawberries,2024,2024,t,2858,A,Official figure,
218,Ecuador,5312,Area harvested,1354,Strawberries,2020,2020,ha,99,I,Value imputed by a receiving agency,
218,Ecuador,5412,Yield,1354,Strawberries,2020,2020,kg/ha,14578.7,E,Estimated value,
218,Ecuador,5510,Production,1354,Strawberries,2020,2020,t,1443.57,E,Estimated value,
218,Ecuador,5312,Area harvested,1354,Strawberries,2021,2021,ha,100,E,Estimated value,
218,Ecuador,5412,Yield,1354,Strawberries,2021,2021,kg/ha,14362.4,E,Estimated value,
218,Ecuador,5510,Production,1354,Strawberries,2021,2021,t,1438.45,E,Estimated value,
218,Ecuador,5312,Area harvested,1354,Strawberries,2022,2022,ha,101,E,Estimated value,
218,Ecuador,5412,Yield,1354,Strawberries,2022,2022,kg/ha,14402.4,E,Estimated value,
218,Ecuador,5510,Production,1354,Strawberries,2022,2022,t,1448.07,E,Estimated value,
218,Ecuador,5312,Area harvested,1354,Strawberries,2023,2023,ha,100,E,Estimated value,
218,Ecuador,5412,Yield,1354,Strawberries,2023,2023,kg/ha,14447.3,E,Estimated value,
218,Ecuador,5510,Production,1354,Strawberries,2023,2023,t,1443.36,E,Estimated value,
218,Ecuador,5312,Area harvested,1354,Strawberries,2024,2024,ha,100,E,Estimated value,
218,Ecuador,5412,Yield,1354,Strawberries,2024,2024,kg/ha,14404,E,Estimated value,
218,Ecuador,5510,Production,1354,Strawberries,2024,2024,t,1443.29,E,Estimated value,
818,Egypt,5312,Area harvested,1354,Strawberries,2020,2020,ha,11850,A,Official figure,
818,Egypt,5412,Yield,1354,Strawberries,2020,2020,kg/ha,37023.6,A,Official figure,
818,Egypt,5510,Production,1354,Strawberries,2020,2020,t,438730,A,Official figure,
818,Egypt,5312,Area harvested,1354,Strawberries,2021,2021,ha,17164,A,Official figure,
818,Egypt,5412,Yield,1354,Strawberries,2021,2021,kg/ha,38666.1,A,Official figure,
818,Egypt,5510,Production,1354,Strawberries,2021,2021,t,663659,A,Official figure,
818,Egypt,5312,Area harvested,1354,Strawberries,2022,2022,ha,19236,A,Official figure,
818,Egypt,5412,Yield,1354,Strawberries,2022,2022,kg/ha,35818.7,A,Official figure,
818,Egypt,5510,Production,1354,Strawberries,2022,2022,t,689013,A,Official figure,
818,Egypt,5312,Area harvested,1354,Strawberries,2023,2023,ha,24493,A,Official figure,
818,Egypt,5412,Yield,1354,Strawberries,2023,2023,kg/ha,36049,A,Official figure,
818,Egypt,5510,Production,1354,Strawberries,2023,2023,t,882948,A,Official figure,
818,Egypt,5312,Area harvested,1354,Strawberries,2024,2024,ha,23808,I,Value imputed by a receiving agency,
818,Egypt,5412,Yield,1354,Strawberries,2024,2024,kg/ha,36998.3,E,Estimated value,
818,Egypt,5510,Production,1354,Strawberries,2024,2024,t,880847.26,I,Value imputed by a receiving agency,
233,Estonia,5312,Area harvested,1354,Strawberries,2020,2020,ha,660,A,Official figure,
233,Estonia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,2454.5,A,Official figure,
233,Estonia,5510,Production,1354,Strawberries,2020,2020,t,1620,A,Official figure,
233,Estonia,5312,Area harvested,1354,Strawberries,2021,2021,ha,710,A,Official figure,
233,Estonia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,2070.4,A,Official figure,
233,Estonia,5510,Production,1354,Strawberries,2021,2021,t,1470,A,Official figure,
233,Estonia,5312,Area harvested,1354,Strawberries,2022,2022,ha,630,A,Official figure,
233,Estonia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,2698.4,A,Official figure,
233,Estonia,5510,Production,1354,Strawberries,2022,2022,t,1700,A,Official figure,
233,Estonia,5312,Area harvested,1354,Strawberries,2023,2023,ha,530,A,Official figure,
233,Estonia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,2641.5,A,Official figure,
233,Estonia,5510,Production,1354,Strawberries,2023,2023,t,1400,A,Official figure,
233,Estonia,5312,Area harvested,1354,Strawberries,2024,2024,ha,500,A,Official figure,
233,Estonia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,2940,A,Official figure,
233,Estonia,5510,Production,1354,Strawberries,2024,2024,t,1470,A,Official figure,
246,Finland,5312,Area harvested,1354,Strawberries,2020,2020,ha,4440,A,Official figure,
246,Finland,5412,Yield,1354,Strawberries,2020,2020,kg/ha,3441.4,A,Official figure,
246,Finland,5510,Production,1354,Strawberries,2020,2020,t,15280,A,Official figure,
246,Finland,5312,Area harvested,1354,Strawberries,2021,2021,ha,3820,A,Official figure,
246,Finland,5412,Yield,1354,Strawberries,2021,2021,kg/ha,4285.3,A,Official figure,
246,Finland,5510,Production,1354,Strawberries,2021,2021,t,16370,A,Official figure,
246,Finland,5312,Area harvested,1354,Strawberries,2022,2022,ha,3820,A,Official figure,
246,Finland,5412,Yield,1354,Strawberries,2022,2022,kg/ha,4199,A,Official figure,
246,Finland,5510,Production,1354,Strawberries,2022,2022,t,16040,A,Official figure,
246,Finland,5312,Area harvested,1354,Strawberries,2023,2023,ha,3790,A,Official figure,
246,Finland,5412,Yield,1354,Strawberries,2023,2023,kg/ha,3667.5,A,Official figure,
246,Finland,5510,Production,1354,Strawberries,2023,2023,t,13900,A,Official figure,
246,Finland,5312,Area harvested,1354,Strawberries,2024,2024,ha,3490,A,Official figure,
246,Finland,5412,Yield,1354,Strawberries,2024,2024,kg/ha,3363.9,A,Official figure,
246,Finland,5510,Production,1354,Strawberries,2024,2024,t,11740,A,Official figure,
250,France,5312,Area harvested,1354,Strawberries,2020,2020,ha,4180,A,Official figure,
250,France,5412,Yield,1354,Strawberries,2020,2020,kg/ha,18531.1,A,Official figure,
250,France,5510,Production,1354,Strawberries,2020,2020,t,77460,A,Official figure,
250,France,5312,Area harvested,1354,Strawberries,2021,2021,ha,3910,A,Official figure,
250,France,5412,Yield,1354,Strawberries,2021,2021,kg/ha,18815.9,A,Official figure,
250,France,5510,Production,1354,Strawberries,2021,2021,t,73570,A,Official figure,
250,France,5312,Area harvested,1354,Strawberries,2022,2022,ha,4020,A,Official figure,
250,France,5412,Yield,1354,Strawberries,2022,2022,kg/ha,19524.9,A,Official figure,
250,France,5510,Production,1354,Strawberries,2022,2022,t,78490,A,Official figure,
250,France,5312,Area harvested,1354,Strawberries,2023,2023,ha,3890,A,Official figure,
250,France,5412,Yield,1354,Strawberries,2023,2023,kg/ha,19807.2,A,Official figure,
250,France,5510,Production,1354,Strawberries,2023,2023,t,77050,A,Official figure,
250,France,5312,Area harvested,1354,Strawberries,2024,2024,ha,3740,A,Official figure,
250,France,5412,Yield,1354,Strawberries,2024,2024,kg/ha,20377,A,Official figure,
250,France,5510,Production,1354,Strawberries,2024,2024,t,76210,A,Official figure,
268,Georgia,5312,Area harvested,1354,Strawberries,2020,2020,ha,159,I,Value imputed by a receiving agency,
268,Georgia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,7544.4,E,Estimated value,
268,Georgia,5510,Production,1354,Strawberries,2020,2020,t,1200,A,Official figure,
268,Georgia,5312,Area harvested,1354,Strawberries,2021,2021,ha,182,I,Value imputed by a receiving agency,
268,Georgia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,8770.5,E,Estimated value,
268,Georgia,5510,Production,1354,Strawberries,2021,2021,t,1600,A,Official figure,
268,Georgia,5312,Area harvested,1354,Strawberries,2022,2022,ha,135,I,Value imputed by a receiving agency,
268,Georgia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,9632.5,E,Estimated value,
268,Georgia,5510,Production,1354,Strawberries,2022,2022,t,1300,A,Official figure,
268,Georgia,5312,Area harvested,1354,Strawberries,2023,2023,ha,115,I,Value imputed by a receiving agency,
268,Georgia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,10471.3,E,Estimated value,
268,Georgia,5510,Production,1354,Strawberries,2023,2023,t,1200,A,Official figure,
268,Georgia,5312,Area harvested,1354,Strawberries,2024,2024,ha,221,I,Value imputed by a receiving agency,
268,Georgia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,11310,E,Estimated value,
268,Georgia,5510,Production,1354,Strawberries,2024,2024,t,2500,A,Official figure,
276,Germany,5312,Area harvested,1354,Strawberries,2020,2020,ha,12860,A,Official figure,
276,Germany,5412,Yield,1354,Strawberries,2020,2020,kg/ha,11833.6,A,Official figure,
276,Germany,5510,Production,1354,Strawberries,2020,2020,t,152180,A,Official figure,
276,Germany,5312,Area harvested,1354,Strawberries,2021,2021,ha,12500,A,Official figure,
276,Germany,5412,Yield,1354,Strawberries,2021,2021,kg/ha,10450.4,A,Official figure,
276,Germany,5510,Production,1354,Strawberries,2021,2021,t,130630,A,Official figure,
276,Germany,5312,Area harvested,1354,Strawberries,2022,2022,ha,11900,A,Official figure,
276,Germany,5412,Yield,1354,Strawberries,2022,2022,kg/ha,11188.2,A,Official figure,
276,Germany,5510,Production,1354,Strawberries,2022,2022,t,133140,A,Official figure,
276,Germany,5312,Area harvested,1354,Strawberries,2023,2023,ha,11370,A,Official figure,
276,Germany,5412,Yield,1354,Strawberries,2023,2023,kg/ha,11490.8,A,Official figure,
276,Germany,5510,Production,1354,Strawberries,2023,2023,t,130650,A,Official figure,
276,Germany,5312,Area harvested,1354,Strawberries,2024,2024,ha,10520,A,Official figure,
276,Germany,5412,Yield,1354,Strawberries,2024,2024,kg/ha,11440.1,A,Official figure,
276,Germany,5510,Production,1354,Strawberries,2024,2024,t,120350,A,Official figure,
300,Greece,5312,Area harvested,1354,Strawberries,2020,2020,ha,1720,A,Official figure,
300,Greece,5412,Yield,1354,Strawberries,2020,2020,kg/ha,48965.1,A,Official figure,
300,Greece,5510,Production,1354,Strawberries,2020,2020,t,84220,A,Official figure,
300,Greece,5312,Area harvested,1354,Strawberries,2021,2021,ha,2150,A,Official figure,
300,Greece,5412,Yield,1354,Strawberries,2021,2021,kg/ha,40083.7,A,Official figure,
300,Greece,5510,Production,1354,Strawberries,2021,2021,t,86180,A,Official figure,
300,Greece,5312,Area harvested,1354,Strawberries,2022,2022,ha,2310,A,Official figure,
300,Greece,5412,Yield,1354,Strawberries,2022,2022,kg/ha,43134.2,A,Official figure,
300,Greece,5510,Production,1354,Strawberries,2022,2022,t,99640,A,Official figure,
300,Greece,5312,Area harvested,1354,Strawberries,2023,2023,ha,2520,A,Official figure,
300,Greece,5412,Yield,1354,Strawberries,2023,2023,kg/ha,42754,A,Official figure,
300,Greece,5510,Production,1354,Strawberries,2023,2023,t,107740,A,Official figure,
300,Greece,5312,Area harvested,1354,Strawberries,2024,2024,ha,2680,A,Official figure,
300,Greece,5412,Yield,1354,Strawberries,2024,2024,kg/ha,50638.1,A,Official figure,
300,Greece,5510,Production,1354,Strawberries,2024,2024,t,135710,A,Official figure,
320,Guatemala,5312,Area harvested,1354,Strawberries,2020,2020,ha,687,I,Value imputed by a receiving agency,
320,Guatemala,5412,Yield,1354,Strawberries,2020,2020,kg/ha,21376.6,E,Estimated value,
320,Guatemala,5510,Production,1354,Strawberries,2020,2020,t,14691.33,I,Value imputed by a receiving agency,
320,Guatemala,5312,Area harvested,1354,Strawberries,2021,2021,ha,671,E,Estimated value,
320,Guatemala,5412,Yield,1354,Strawberries,2021,2021,kg/ha,21183.9,E,Estimated value,
320,Guatemala,5510,Production,1354,Strawberries,2021,2021,t,14210.78,E,Estimated value,
320,Guatemala,5312,Area harvested,1354,Strawberries,2022,2022,ha,676,E,Estimated value,
320,Guatemala,5412,Yield,1354,Strawberries,2022,2022,kg/ha,21233.6,E,Estimated value,
320,Guatemala,5510,Production,1354,Strawberries,2022,2022,t,14361.46,E,Estimated value,
320,Guatemala,5312,Area harvested,1354,Strawberries,2023,2023,ha,678,E,Estimated value,
320,Guatemala,5412,Yield,1354,Strawberries,2023,2023,kg/ha,21265.5,E,Estimated value,
320,Guatemala,5510,Production,1354,Strawberries,2023,2023,t,14421.19,E,Estimated value,
320,Guatemala,5312,Area harvested,1354,Strawberries,2024,2024,ha,675,E,Estimated value,
320,Guatemala,5412,Yield,1354,Strawberries,2024,2024,kg/ha,21227.8,E,Estimated value,
320,Guatemala,5510,Production,1354,Strawberries,2024,2024,t,14331.14,E,Estimated value,
348,Hungary,5312,Area harvested,1354,Strawberries,2020,2020,ha,880,A,Official figure,
348,Hungary,5412,Yield,1354,Strawberries,2020,2020,kg/ha,6977.3,A,Official figure,
348,Hungary,5510,Production,1354,Strawberries,2020,2020,t,6140,A,Official figure,
348,Hungary,5312,Area harvested,1354,Strawberries,2021,2021,ha,840,A,Official figure,
348,Hungary,5412,Yield,1354,Strawberries,2021,2021,kg/ha,6535.7,A,Official figure,
348,Hungary,5510,Production,1354,Strawberries,2021,2021,t,5490,A,Official figure,
348,Hungary,5312,Area harvested,1354,Strawberries,2022,2022,ha,870,A,Official figure,
348,Hungary,5412,Yield,1354,Strawberries,2022,2022,kg/ha,5839.1,A,Official figure,
348,Hungary,5510,Production,1354,Strawberries,2022,2022,t,5080,A,Official figure,
348,Hungary,5312,Area harvested,1354,Strawberries,2023,2023,ha,890,A,Official figure,
348,Hungary,5412,Yield,1354,Strawberries,2023,2023,kg/ha,8674.2,A,Official figure,
348,Hungary,5510,Production,1354,Strawberries,2023,2023,t,7720,A,Official figure,
348,Hungary,5312,Area harvested,1354,Strawberries,2024,2024,ha,1030,A,Official figure,
348,Hungary,5412,Yield,1354,Strawberries,2024,2024,kg/ha,6417.5,A,Official figure,
348,Hungary,5510,Production,1354,Strawberries,2024,2024,t,6610,A,Official figure,
356,India,5312,Area harvested,1354,Strawberries,2020,2020,ha,944,A,Official figure,
356,India,5412,Yield,1354,Strawberries,2020,2020,kg/ha,9176.9,A,Official figure,
356,India,5510,Production,1354,Strawberries,2020,2020,t,8663,A,Official figure,
356,India,5312,Area harvested,1354,Strawberries,2021,2021,ha,3309,A,Official figure,
356,India,5412,Yield,1354,Strawberries,2021,2021,kg/ha,5994.3,A,Official figure,
356,India,5510,Production,1354,Strawberries,2021,2021,t,19835,A,Official figure,
356,India,5312,Area harvested,1354,Strawberries,2022,2022,ha,2569,A,Official figure,
356,India,5412,Yield,1354,Strawberries,2022,2022,kg/ha,4430.5,A,Official figure,
356,India,5510,Production,1354,Strawberries,2022,2022,t,11382,A,Official figure,
356,India,5312,Area harvested,1354,Strawberries,2023,2023,ha,2421,A,Official figure,
356,India,5412,Yield,1354,Strawberries,2023,2023,kg/ha,7793.9,A,Official figure,
356,India,5510,Production,1354,Strawberries,2023,2023,t,18869,A,Official figure,
356,India,5312,Area harvested,1354,Strawberries,2024,2024,ha,3031,A,Official figure,
356,India,5412,Yield,1354,Strawberries,2024,2024,kg/ha,6961.6,A,Official figure,
356,India,5510,Production,1354,Strawberries,2024,2024,t,21100.56,A,Official figure,
364,Iran (Islamic Republic of),5312,Area harvested,1354,Strawberries,2020,2020,ha,4314,I,Value imputed by a receiving agency,
364,Iran (Islamic Republic of),5412,Yield,1354,Strawberries,2020,2020,kg/ha,14939.9,E,Estimated value,
364,Iran (Islamic Republic of),5510,Production,1354,Strawberries,2020,2020,t,64449.46,E,Estimated value,
364,Iran (Islamic Republic of),5312,Area harvested,1354,Strawberries,2021,2021,ha,4497,I,Value imputed by a receiving agency,
364,Iran (Islamic Republic of),5412,Yield,1354,Strawberries,2021,2021,kg/ha,14451.2,E,Estimated value,
364,Iran (Islamic Republic of),5510,Production,1354,Strawberries,2021,2021,t,64984.89,E,Estimated value,
364,Iran (Islamic Republic of),5312,Area harvested,1354,Strawberries,2022,2022,ha,4438,I,Value imputed by a receiving agency,
364,Iran (Islamic Republic of),5412,Yield,1354,Strawberries,2022,2022,kg/ha,14711,E,Estimated value,
364,Iran (Islamic Republic of),5510,Production,1354,Strawberries,2022,2022,t,65284.85,E,Estimated value,
364,Iran (Islamic Republic of),5312,Area harvested,1354,Strawberries,2023,2023,ha,4484,I,Value imputed by a receiving agency,
364,Iran (Islamic Republic of),5412,Yield,1354,Strawberries,2023,2023,kg/ha,14476,E,Estimated value,
364,Iran (Islamic Republic of),5510,Production,1354,Strawberries,2023,2023,t,64906.4,E,Estimated value,
364,Iran (Islamic Republic of),5312,Area harvested,1354,Strawberries,2024,2024,ha,4473,E,Estimated value,
364,Iran (Islamic Republic of),5412,Yield,1354,Strawberries,2024,2024,kg/ha,14545.4,E,Estimated value,
364,Iran (Islamic Republic of),5510,Production,1354,Strawberries,2024,2024,t,65058.71,E,Estimated value,
368,Iraq,5312,Area harvested,1354,Strawberries,2020,2020,ha,2,A,Official figure,
368,Iraq,5412,Yield,1354,Strawberries,2020,2020,kg/ha,4666.7,A,Official figure,
368,Iraq,5510,Production,1354,Strawberries,2020,2020,t,7,A,Official figure,
368,Iraq,5312,Area harvested,1354,Strawberries,2021,2021,ha,2,A,Official figure,
368,Iraq,5412,Yield,1354,Strawberries,2021,2021,kg/ha,3428.6,A,Official figure,
368,Iraq,5510,Production,1354,Strawberries,2021,2021,t,6,A,Official figure,
368,Iraq,5312,Area harvested,1354,Strawberries,2022,2022,ha,8,A,Official figure,
368,Iraq,5412,Yield,1354,Strawberries,2022,2022,kg/ha,3333.3,A,Official figure,
368,Iraq,5510,Production,1354,Strawberries,2022,2022,t,25,A,Official figure,
368,Iraq,5312,Area harvested,1354,Strawberries,2023,2023,ha,6,I,Value imputed by a receiving agency,
368,Iraq,5412,Yield,1354,Strawberries,2023,2023,kg/ha,3492.8,E,Estimated value,
368,Iraq,5510,Production,1354,Strawberries,2023,2023,t,19.91,I,Value imputed by a receiving agency,
368,Iraq,5312,Area harvested,1354,Strawberries,2024,2024,ha,5,I,Value imputed by a receiving agency,
368,Iraq,5412,Yield,1354,Strawberries,2024,2024,kg/ha,3561.5,E,Estimated value,
368,Iraq,5510,Production,1354,Strawberries,2024,2024,t,17.24,I,Value imputed by a receiving agency,
372,Ireland,5312,Area harvested,1354,Strawberries,2020,2020,ha,180,A,Official figure,
372,Ireland,5412,Yield,1354,Strawberries,2020,2020,kg/ha,34777.8,A,Official figure,
372,Ireland,5510,Production,1354,Strawberries,2020,2020,t,6260,A,Official figure,
372,Ireland,5312,Area harvested,1354,Strawberries,2021,2021,ha,180,A,Official figure,
372,Ireland,5412,Yield,1354,Strawberries,2021,2021,kg/ha,36111.1,A,Official figure,
372,Ireland,5510,Production,1354,Strawberries,2021,2021,t,6500,A,Official figure,
372,Ireland,5312,Area harvested,1354,Strawberries,2022,2022,ha,190,A,Official figure,
372,Ireland,5412,Yield,1354,Strawberries,2022,2022,kg/ha,37894.7,A,Official figure,
372,Ireland,5510,Production,1354,Strawberries,2022,2022,t,7200,A,Official figure,
372,Ireland,5312,Area harvested,1354,Strawberries,2023,2023,ha,190,A,Official figure,
372,Ireland,5412,Yield,1354,Strawberries,2023,2023,kg/ha,34105.3,A,Official figure,
372,Ireland,5510,Production,1354,Strawberries,2023,2023,t,6480,A,Official figure,
372,Ireland,5312,Area harvested,1354,Strawberries,2024,2024,ha,180,A,Official figure,
372,Ireland,5412,Yield,1354,Strawberries,2024,2024,kg/ha,36444.4,A,Official figure,
372,Ireland,5510,Production,1354,Strawberries,2024,2024,t,6560,A,Official figure,
376,Israel,5312,Area harvested,1354,Strawberries,2020,2020,ha,599,I,Value imputed by a receiving agency,
376,Israel,5412,Yield,1354,Strawberries,2020,2020,kg/ha,45168.7,E,Estimated value,
376,Israel,5510,Production,1354,Strawberries,2020,2020,t,27064,A,Official figure,
376,Israel,5312,Area harvested,1354,Strawberries,2021,2021,ha,526,I,Value imputed by a receiving agency,
376,Israel,5412,Yield,1354,Strawberries,2021,2021,kg/ha,46299.1,E,Estimated value,
376,Israel,5510,Production,1354,Strawberries,2021,2021,t,24336,A,Official figure,
376,Israel,5312,Area harvested,1354,Strawberries,2022,2022,ha,665,I,Value imputed by a receiving agency,
376,Israel,5412,Yield,1354,Strawberries,2022,2022,kg/ha,47437.7,E,Estimated value,
376,Israel,5510,Production,1354,Strawberries,2022,2022,t,31566,A,Official figure,
376,Israel,5312,Area harvested,1354,Strawberries,2023,2023,ha,487,I,Value imputed by a receiving agency,
376,Israel,5412,Yield,1354,Strawberries,2023,2023,kg/ha,48125.1,E,Estimated value,
376,Israel,5510,Production,1354,Strawberries,2023,2023,t,23415,A,Official figure,
376,Israel,5312,Area harvested,1354,Strawberries,2024,2024,ha,443,I,Value imputed by a receiving agency,
376,Israel,5412,Yield,1354,Strawberries,2024,2024,kg/ha,48812.6,E,Estimated value,
376,Israel,5510,Production,1354,Strawberries,2024,2024,t,21603,A,Official figure,
380,Italy,5312,Area harvested,1354,Strawberries,2020,2020,ha,4620,A,Official figure,
380,Italy,5412,Yield,1354,Strawberries,2020,2020,kg/ha,26361.5,A,Official figure,
380,Italy,5510,Production,1354,Strawberries,2020,2020,t,121790,A,Official figure,
380,Italy,5312,Area harvested,1354,Strawberries,2021,2021,ha,4500,A,Official figure,
380,Italy,5412,Yield,1354,Strawberries,2021,2021,kg/ha,26140,A,Official figure,
380,Italy,5510,Production,1354,Strawberries,2021,2021,t,117630,A,Official figure,
380,Italy,5312,Area harvested,1354,Strawberries,2022,2022,ha,3800,A,Official figure,
380,Italy,5412,Yield,1354,Strawberries,2022,2022,kg/ha,26494.7,A,Official figure,
380,Italy,5510,Production,1354,Strawberries,2022,2022,t,100680,A,Official figure,
380,Italy,5312,Area harvested,1354,Strawberries,2023,2023,ha,4350,A,Official figure,
380,Italy,5412,Yield,1354,Strawberries,2023,2023,kg/ha,27567.8,A,Official figure,
380,Italy,5510,Production,1354,Strawberries,2023,2023,t,119920,A,Official figure,
380,Italy,5312,Area harvested,1354,Strawberries,2024,2024,ha,4380,A,Official figure,
380,Italy,5412,Yield,1354,Strawberries,2024,2024,kg/ha,28276.3,A,Official figure,
380,Italy,5510,Production,1354,Strawberries,2024,2024,t,123850,A,Official figure,
392,Japan,5312,Area harvested,1354,Strawberries,2020,2020,ha,5020,A,Official figure,
392,Japan,5412,Yield,1354,Strawberries,2020,2020,kg/ha,31713.1,A,Official figure,
392,Japan,5510,Production,1354,Strawberries,2020,2020,t,159200,A,Official figure,
392,Japan,5312,Area harvested,1354,Strawberries,2021,2021,ha,4930,A,Official figure,
392,Japan,5412,Yield,1354,Strawberries,2021,2021,kg/ha,33428,A,Official figure,
392,Japan,5510,Production,1354,Strawberries,2021,2021,t,164800,A,Official figure,
392,Japan,5312,Area harvested,1354,Strawberries,2022,2022,ha,4850,A,Official figure,
392,Japan,5412,Yield,1354,Strawberries,2022,2022,kg/ha,33216.5,A,Official figure,
392,Japan,5510,Production,1354,Strawberries,2022,2022,t,161100,A,Official figure,
392,Japan,5312,Area harvested,1354,Strawberries,2023,2023,ha,4780,A,Official figure,
392,Japan,5412,Yield,1354,Strawberries,2023,2023,kg/ha,33849.4,A,Official figure,
392,Japan,5510,Production,1354,Strawberries,2023,2023,t,161800,A,Official figure,
392,Japan,5312,Area harvested,1354,Strawberries,2024,2024,ha,4709,I,Value imputed by a receiving agency,
392,Japan,5412,Yield,1354,Strawberries,2024,2024,kg/ha,34031.2,E,Estimated value,
